district,sector,latitude,longitude,soil_type,crop_type,planting_year,planting_season,field_size_ha,elevation_m,soil_ph,soil_organic_matter,soil_nitrogen,soil_phosphorus,soil_potassium,avg_temperature,min_temperature,max_temperature,rainfall_mm,rainfall_days,humidity_pct,fertilizer_used,fertilizer_quantity_kg_ha,pesticide_used,irrigation_used,previous_year_yield,yield_tonnes_per_ha
Rulindo,Rulindo-Sector-4,-2.6486077489930047,30.27203517606415,Clay Loam,Cassava,2015,C,8.431143637069429,1854.5520609803862,5.732008211324854,3.7466651018099815,0.3151835177609809,26.984141092881714,233.4067829193996,19.858171276998856,13.983658897987066,26.650133346727266,1592.752177727665,175,74.51453151635265,1,262.2989128913298,0,0,2.601489697286221,23.2867529021959
Rusizi,Rusizi-Sector-1,-1.4011355513306138,29.97264892444519,Sandy Loam,Sorghum,2015,C,0.5372378333299918,1877.151809358441,5.961394829746198,2.3435253194610253,0.27044266780463017,20.416454947805857,111.64856109396864,22.345795082028314,17.628511803727918,29.3656799790328,1603.5261057739513,152,73.02829109656564,1,108.23986868840845,0,1,0.7020594030786778,2.472384297838829
Kamonyi,Kamonyi-Sector-5,-2.0601333760271836,28.869406539091152,Volcanic Soil,Beans,2015,C,0.7932940868999632,3287.19990198789,6.6752046023278115,5.2056436433838025,0.5654481141487577,47.49504190103995,213.9031551435187,11.349905046358899,5.480657953680623,18.339851657075815,2200.0,200,77.9874582440545,1,286.1830055728526,1,0,2.0868224878747146,1.559861982631489
Nyamagabe,Nyamagabe-Sector-4,-2.2961189854973028,30.805217089392706,Loamy Sand,Vegetables,2015,A,6.531501825024447,1352.6166393888568,6.1736114321345195,2.5648292562673642,0.28888524718970776,16.85370849591713,99.90703635062268,26.24273674300061,21.4639169384755,32.143167782189664,600.0,60,54.41215068201826,1,233.8031636308632,0,0,0.5482803282712467,17.441296852919198
Nyamasheke,Nyamasheke-Sector-5,-2.623898510828197,29.832393337745348,Loamy Sand,Sorghum,2015,B,0.9023575374857146,2230.0909294006,6.993670976803768,2.6353668388924705,0.3022548821823259,26.244408285600084,167.29449193799954,21.051125099764253,15.792975181091329,24.84415062622962,1591.7136811527341,168,65.69821677536676,1,50.280027870027375,1,1,2.957539141630126,3.353816523082234
Gasabo,Remera,-1.9557,30.1097,Clay loam,Vegetables,2015,A,5.642458691857412,1933.6781997529476,5.692673077139787,3.066685896531163,0.332253582650161,25.499546035060977,99.10553127658514,18.98148910566721,13.424245128071268,26.932230969420445,1585.4952087160964,172,63.34802963527514,0,0.0,0,1,2.898833122039631,9.9645024494611
Kamonyi,Kamonyi-Sector-2,-1.0675948691041999,29.328742821233266,Clay Loam,Beans,2015,B,4.738540226008985,3047.838065659692,6.781314661692349,3.554048192423724,0.4214419450350023,36.68011786093289,169.4994904507567,16.124531900450396,10.887020864357503,20.12632761819396,2172.9669796387343,200,84.05445414491845,1,168.30247667288927,1,0,8.751920095578303,2.0630459754360584
Ruhango,Ruhango-Sector-8,-2.4170897889563876,30.78700854005155,Volcanic Soil,Vegetables,2015,B,5.350508497909735,1415.7584985615592,7.774962251844646,3.7991612853351313,0.3745363028892026,37.09195772517437,174.0844213313105,27.676605027329074,22.51094214354827,33.961524315151536,783.9980204232245,81,53.54659411547213,1,102.58739497971715,0,1,9.441756290207671,17.45876886205575
Nyarugenge,Kanyinya,-1.9425,30.0234,Sandy clay,Maize,2015,A,8.83708150961404,2086.1207103628703,5.561775242918907,3.1407709167088242,0.2888046757637915,36.264637222765,213.23955873975336,21.936382828596834,17.483187485874712,28.240483420093085,1868.4732578191613,187,77.60954598338675,1,210.89442379913123,1,1,1.275484829290601,4.220372422202015
Muhanga,Muhanga-Sector-4,-2.5090683146296953,30.686963795906866,Silty Clay,Banana,2015,A,4.844861392905244,1101.5196469207858,5.233377822866461,3.5065260384746604,0.39840481294632285,21.808324485456293,239.95586199620493,26.602635379873092,21.063899503815946,32.74645947090282,798.2809966299147,82,61.141641891612096,1,57.34861143912682,0,0,6.178373869930711,17.5806132956518
Bugesera,Bugesera-Sector-6,-2.798598221486174,30.883644274511557,Clay,Banana,2015,B,9.922119831772656,1805.5982908210867,5.425781792912968,2.718302059332463,0.26150291963509775,24.873629447614203,144.55005034370788,23.2734284522196,19.33698428213026,28.268658182905156,1181.8825919644953,133,71.23345526779555,1,163.44738534590982,0,0,2.1127000983316373,27.696520220546496
Rwamagana,Rwamagana-Sector-5,-1.6837613239572338,29.38250048426038,Silty Clay,Sorghum,2015,B,1.542990025623042,3155.449573301456,6.053619080479513,3.763580659690059,0.335881646049973,20.179859816115783,209.25553131596843,12.437533632115397,8.897502319697226,15.880311553231603,2076.6556731151127,198,84.02573606714206,1,163.6849639084648,1,0,6.8352104466879915,3.2635682732815887
Nyamagabe,Nyamagabe-Sector-5,-1.6171996086996996,29.71491308722357,Sandy Clay,Sweet Potato,2015,B,2.0983491760171886,2475.5938911406943,6.757172934472165,3.6892284389480463,0.4325175712224808,36.25289408998783,210.50935005397932,18.10124215368954,13.147543222565064,21.634207305229495,1817.0684253411166,169,73.80754188239938,0,0.0,0,0,7.769313213279954,7.0241651581489455
Bugesera,Bugesera-Sector-6,-2.798598221486174,30.883644274511557,Clay,Cassava,2015,B,9.023618930925599,1143.5152287908543,6.303350938310857,2.7513445037634527,0.2908254747176092,28.381247420478974,137.6162331413463,27.01895332041749,21.16451764141952,34.25479012728036,600.0,75,60.9024107721351,1,229.5307690566236,1,0,2.359890863993688,18.844842522896265
Kamonyi,Kamonyi-Sector-5,-2.0601333760271836,28.869406539091152,Volcanic Soil,Tea,2015,C,3.8627376384783325,3343.375284919319,7.5170784249530564,4.544962081032237,0.3859986581120447,50.0668957512648,281.7478525041113,14.92582128744626,11.37013594780403,22.514583733303148,2200.0,200,81.32246909964923,1,181.62479853844525,0,0,6.5608594550363275,2.9287991806997704
Ruhango,Ruhango-Sector-6,-1.912553816010751,28.974897263510044,Sandy Clay,Tea,2015,B,2.199243915091444,2844.5816821300155,6.501324848937205,1.9910706276693364,0.17654742020585362,11.289374219303022,61.61476260433988,17.709211932835586,12.887929824569245,23.442698996405937,1955.1324348933863,199,72.82373957624962,1,229.39944141454407,1,1,1.7197457498141897,2.990722326385388
Nyaruguru,Nyaruguru-Sector-4,-2.2258438654712296,30.574238153035854,Clay Loam,Sorghum,2015,B,5.82603047836345,1853.5852080529585,5.628487374394646,4.288381749328236,0.4344915977466237,31.177977379498927,185.77302553785364,23.87089118335079,19.475274346499635,27.171602896354713,1295.9931937643735,121,64.469067711355,1,238.70945498521195,0,0,4.515546577263801,3.081173853650175
Kamonyi,Kamonyi-Sector-4,-2.733603494761841,30.08008510135778,Clay Loam,Maize,2015,C,9.279060412846581,1913.1330783788574,6.890501451886443,3.579914260561119,0.3379634392790712,20.09584593562788,241.56657470536172,21.82187176613664,17.90529883416257,26.806779351508055,1255.807700700731,110,65.7058506831712,1,262.85623943627394,0,1,1.605480779912023,4.6465503415799425
Gisagara,Gisagara-Sector-3,-1.5208067985655827,29.032870723704846,Silty Clay,Coffee,2015,B,8.693761232063759,3234.8274311854807,6.311921742243939,2.8921994530755715,0.3198552557611849,18.0006745403512,144.9068368515433,12.876707847713691,9.67219091955721,16.005767382461126,2200.0,200,84.39323424451527,1,284.1122934709151,1,0,8.588762056737021,2.1674774235079175
Ngororero,Ngororero-Sector-2,-1.9264962263026315,29.582642420897503,Clay Loam,Banana,2015,C,3.925962327475557,2251.111620559681,6.631380316515795,3.7389955028151753,0.3321428418163448,23.242598730562353,210.2397795963546,22.064924306504388,16.891971897474406,29.025392475307104,1643.8101978886336,178,63.522612542085156,1,233.40359514035052,1,0,4.453462982707734,31.86875773282842
Nyamasheke,Nyamasheke-Sector-5,-2.623898510828197,29.832393337745348,Loamy Sand,Rice,2015,B,2.672150766575839,1907.2105747386465,6.272441468751934,2.719842748931309,0.23391177082069503,19.780686003187913,161.81509448019483,20.63278512612492,16.254444820906958,27.557867845310202,1209.099494752199,100,71.65773325837746,1,69.10421485951287,0,1,2.904055111607453,9.576825212573745
Ngoma,Ngoma-Sector-5,-1.9014519162074457,30.001208818339283,Volcanic Soil,Vegetables,2015,C,6.627603829837248,2154.099915039249,7.380013375134411,4.206502817004129,0.3864153356814694,31.32970743231015,256.53837495475733,21.683473952238234,18.12788724863583,25.554020628908656,1313.1293656120258,142,65.81812483914787,0,0.0,1,1,2.6645029666595446,17.42189956662357
Nyagatare,Nyagatare-Sector-2,-2.4115221505056823,30.1080699992199,Silty Clay,Beans,2015,C,1.3017255397781238,1848.4329635638821,6.477942706647319,2.7856440734019294,0.32626395356397625,18.30811440249427,125.03831677280202,22.465720787068474,16.63649327383435,26.669184346231,981.1424061227202,98,60.96163677471412,0,0.0,1,1,9.229802069575767,2.2447554327515222
Gisagara,Gisagara-Sector-5,-1.9443335982721988,29.982878701150405,Silty Clay,Irish Potato,2015,B,8.435785673611608,2294.8410749157683,5.4637037051671,2.463457546909124,0.24716958878680034,17.448273580352915,129.58003410640077,20.984600072852228,15.364631325269805,27.166056842748468,1539.3613667090926,148,72.39223276190727,1,119.47552431221696,0,1,6.746822971391219,14.979414082056763
Rubavu,Rubavu-Sector-2,-1.0583550072635546,29.950740954820983,Sandy Clay,Irish Potato,2015,B,6.198255957575772,2303.1653389892153,5.803720840247856,3.7161469602387602,0.35203945050790036,30.25045602906141,218.81727769031684,18.99756757285725,14.759702050311379,25.475658305341284,1852.7809934668264,184,71.6652533368563,1,268.56561765255947,1,1,1.4893049002427308,19.66205955857646
Rusizi,Rusizi-Sector-7,-2.1252329568573325,29.399995381191907,Volcanic Soil,Sweet Potato,2015,B,4.917316856213156,3021.22851717435,6.794275202996873,3.625084453794737,0.40620766623648996,37.578059253923094,215.1293072356065,14.538027811963854,11.017587589165982,20.725794134315002,2024.6810363631466,196,86.44582920262565,1,192.96806780679663,1,0,3.9412366956967397,11.117318621074585
Gisagara,Gisagara-Sector-3,-1.5208067985655827,29.032870723704846,Silty Clay,Vegetables,2015,A,5.899520445121829,3006.28450006079,5.560866127881172,2.953828329472744,0.34375356682578184,30.90144979585558,89.44537233851456,17.81576284104564,13.399581538454644,20.882775973206467,2200.0,200,75.72092936980384,0,0.0,1,1,1.1209784968616598,10.510867161658366
Gicumbi,Gicumbi-Sector-4,-1.3776840270438298,30.072515947040124,Clay Loam,Coffee,2015,C,0.7202667142080098,1542.6360009052864,5.532735095163234,3.8275793723511784,0.3772358864365688,45.18088970834744,207.99483862998,23.50643584599751,20.16414849133371,27.26266998967218,849.5503818499003,70,62.33905927631734,1,106.85237396534473,1,0,8.021149890306841,1.9745138477603321
Nyanza,Nyanza-Sector-1,-2.7184527824103197,29.58668649071559,Clay Loam,Beans,2015,B,2.3388558107404136,2896.255970484008,5.7114394412826535,3.8283758290108345,0.35830190069566425,42.51392178013863,198.28655452512015,13.368769724307693,9.990008375929854,19.666916556281404,1986.1802981070812,200,78.05051571712724,1,243.0031190774976,0,0,4.907348079717162,1.6161276295261209
Ngoma,Ngoma-Sector-1,-1.738232474391021,30.855675002377517,Sandy Loam,Sorghum,2015,C,1.1441896295706429,1452.0027487694042,6.532661483672638,2.0742759161691513,0.19222411800979292,22.817563601271722,137.4119226834648,23.501037659615434,17.550473241469767,27.20459529985923,600.0,76,61.407958896949125,1,249.6483180956878,1,1,1.6176178875135894,3.7939940792877676
Burera,Burera-Sector-6,-1.0618623404657932,30.497634431044567,Clay,Banana,2015,A,4.235833694823487,1715.9029191423488,6.476165478554747,3.335839997607254,0.3761577930133986,29.307210056395242,194.8454533546239,24.943305414246538,20.565509822726895,29.732296740873746,1023.0055107301027,109,60.17240938156008,1,111.08498519661654,0,0,7.331235749861628,25.848177891473274
Kicukiro,Kagarama,-1.9935,30.0922,Clay,Beans,2015,A,7.42274587719496,2097.2718604381225,5.653258181597239,3.154499461537226,0.26208565881086776,23.28859904093125,203.95561555367573,18.745369835923487,14.664236376132443,22.087896869058383,1591.0207381438133,152,71.17114236543152,1,64.77347251956331,1,0,8.80515387931434,2.3415605320280157
Nyamasheke,Nyamasheke-Sector-7,-2.082691478084728,30.093285205909655,Sandy Clay,Vegetables,2015,C,3.958617935522272,2066.7459110894883,6.132166062368871,1.8543500321816884,0.21061417715645572,22.015939230014933,101.71810850457055,21.808103627201255,16.9028363094721,27.057314667064052,1354.8863627727853,150,65.33066534671141,0,0.0,0,0,3.3620199772200037,11.8897384438891
Burera,Burera-Sector-5,-1.9891013464548224,28.82785641843572,Clay,Cassava,2015,A,3.0691992039191485,3462.205099958995,6.338453747209479,2.370660359057429,0.25311069014931875,25.615003185296064,154.47022818560544,13.57058752431054,9.018248469045416,18.722724575915493,2200.0,200,87.85842816369805,1,201.77239467968852,1,0,7.175020844312405,18.95844373736048
Bugesera,Bugesera-Sector-7,-2.252363962672832,29.9019885064277,Silty Clay,Banana,2015,B,7.888828318028925,2244.013398324867,5.851155055414822,3.9829600312470137,0.4178156451699862,33.011594586671315,190.77870982316,20.903304750751378,15.340896757799865,24.15078901821971,1510.2969129735607,163,70.64332635258404,1,250.64641989495323,1,0,3.2881438204771554,29.584566383354566
Rutsiro,Rutsiro-Sector-1,-2.3975274906649853,30.822767332825283,Silty Clay,Tea,2015,A,2.9171667874526857,1303.660011441912,6.687082711156982,2.5304078786757005,0.2989963479964083,25.429977099509344,163.24982127727978,22.989848101056705,17.83713172686192,30.137785885382957,600.0,72,50.0,0,0.0,1,0,1.2617101337780827,1.6307403080908491
Rulindo,Rulindo-Sector-9,-1.734600270121688,29.53545831807066,Silty Clay,Banana,2015,B,6.718869202556849,2420.7110180808545,6.180117549351711,3.9473971869326903,0.36237748933160113,33.16604480911535,209.55940397573406,19.662957748984336,14.706082803208517,26.89097956393387,1736.645824109245,187,81.58005495515567,0,0.0,1,0,2.649651528035202,26.348545032183058
Kicukiro,Gikondo,-1.975,30.0756,Sandy loam,Tea,2015,C,1.0788488146422905,1969.9144597511388,6.704036714133857,1.5895569010093364,0.18102760895915823,13.85711712995751,101.20539416636122,22.039369100806837,17.36030376629302,25.565665026791898,1205.2176302551356,125,59.52207981159029,0,0.0,1,0,9.050790238656568,2.48631057501128
Ngororero,Ngororero-Sector-5,-1.0179030698123261,29.0941764319967,Sandy Loam,Sorghum,2015,A,4.792663641983243,2933.461300156784,6.649628278207702,1.80316858573976,0.2038889583379386,17.965141850147887,66.87381944245976,14.819443618722183,9.327378087161952,20.543581906448118,2200.0,200,76.2654814146172,0,0.0,0,1,7.478490269653426,1.8602128449854325
Gisagara,Gisagara-Sector-8,-2.6614361623081724,29.408478051118912,Loam,Rice,2015,A,7.945961780432899,3035.292046962051,7.118790057940518,3.898644958806348,0.4630978477563482,45.3949836980145,196.94432552706513,12.664150234704081,7.400286569908306,18.12380573523273,1770.1492518527073,167,83.23627894280068,1,177.8188655501878,1,0,8.722982883433247,7.9139245329887995
Musanze,Musanze-Sector-3,-1.0099765673005228,29.169443030622425,Silty Clay,Beans,2015,C,6.060958155012317,2785.5031737853596,6.224317298495398,2.7968698247237533,0.32771006501340944,14.58244910656194,181.46632208182953,18.225725531992406,12.766332117038225,22.89276214278796,2200.0,200,87.40381331976945,0,0.0,1,1,3.298884265288835,1.209016113814973
Kirehe,Kirehe-Sector-3,-1.0320969820070158,29.88493537166913,Clay,Maize,2015,A,6.365772673716498,2251.1812696525412,6.050051409158156,2.2088082594961627,0.18668243456462624,24.06390810453678,87.66594037043357,19.80604330229059,16.370453763636608,26.35659358439912,1550.2153911414875,168,75.06070654297822,1,151.2756736318916,1,0,5.02615137026602,3.9692516910254856
Nyarugenge,Gitega,-1.9547,30.0574,Clay loam,Tea,2015,B,9.791913040230607,1916.618949056315,6.471726168985793,2.745841356930775,0.27679946867194555,16.47540984955287,167.5343417364832,20.598258569569612,17.196773480570535,26.746047054028296,977.4638775949317,108,64.25327511324024,1,273.93168148154325,1,0,3.7335220899047457,2.658558310260225
Gakenke,Gakenke-Sector-1,-2.624190194788509,30.23688935567553,Loamy Sand,Vegetables,2015,A,3.6663157961242363,2008.847603767852,6.696557055778364,1.2078538853705563,0.12882415926743257,14.207179054508217,73.00451463584592,23.90509152461124,18.79747002000682,28.395352567808455,1199.372811268552,110,50.962565198711275,1,168.99193275291398,0,0,7.822415873506858,14.625401130397897
Nyagatare,Nyagatare-Sector-4,-1.8268567811018082,30.138602793146234,Silty Clay,Banana,2015,A,1.94162770005609,1955.3628735279378,6.236341073700674,3.7924811911257086,0.4068867937291558,31.3906663836509,201.63488622873376,23.660540333407297,19.029123149808584,27.15987443908819,1093.626255890282,126,66.21846531708204,1,54.83190772940026,0,0,5.182213552250743,26.64351893640486
Rulindo,Rulindo-Sector-6,-2.65357219484458,28.978159199578904,Sandy Loam,Maize,2015,B,2.740084446953578,3245.246834485233,6.174153681711033,1.93961069764638,0.2125058085049226,12.729361844662286,107.98665863285991,14.462633343563398,9.758355806549798,20.77767007427228,2200.0,200,88.84703604009428,1,122.78606194629475,0,0,9.044824519187966,3.0402842052156487
Ngororero,Ngororero-Sector-9,-1.3417958895774746,30.620851869018217,Sandy Clay,Beans,2015,B,4.892362990130995,1515.091821601471,6.944152525379809,1.9512100812335016,0.20123207317508837,11.763336249764851,121.84321751789751,24.964792778091162,21.185077840362663,29.690753820562215,908.1266852613819,100,61.44826594675433,1,65.55080654117569,0,0,6.493757007177052,1.6544555502237897
Burera,Burera-Sector-6,-1.0618623404657932,30.497634431044567,Clay,Maize,2015,B,3.0889753307672683,1462.5754810627113,6.423606794472266,3.9246204059755687,0.37548543513156124,37.73050133915319,134.83320906423867,25.8194428670718,21.32473486557398,30.852813217064714,960.2772392992047,87,56.664447468680095,1,68.27039050675376,1,1,2.3060226729454127,5.343533157252253
Nyaruguru,Nyaruguru-Sector-5,-2.186875774964368,29.347458509295397,Loamy Sand,Vegetables,2015,A,9.442645768920187,2429.0689006828884,6.811765748663634,2.0980121961646954,0.19780305241468626,24.092226141920417,82.13103278846235,17.380484213669046,11.836357944864595,24.02479142501878,1920.4915228896093,200,72.45978263152922,1,215.60850292526703,0,0,4.27944794227049,12.7399160047153
Nyamasheke,Nyamasheke-Sector-2,-2.583703633949844,29.517947300104442,Silty Clay,Cassava,2015,A,0.544621860056597,2452.1780922312714,6.460078537374047,2.7020027665246005,0.24003001454439632,14.246335912869585,84.95300086255325,17.13465328892924,11.534342225411239,21.547047008814374,1944.587437469435,184,67.6440155518352,1,259.9149139271976,0,0,9.08569693186385,20.088242484979133
Rusizi,Rusizi-Sector-5,-2.588452755801211,30.163341634443732,Clay,Irish Potato,2015,B,7.825618479768129,2274.4171482182473,5.714503599951648,2.9950797042922046,0.3227040310021903,31.14241858838351,168.281630554093,18.771289948114724,15.658576676918003,22.41062395422681,1575.55029955521,173,59.19237113115185,1,100.14006276824573,0,0,4.656078302777992,17.17125499707041
Nyaruguru,Nyaruguru-Sector-6,-2.5873033102810186,30.263148047264714,Sandy Clay,Sweet Potato,2015,B,7.3440748919857075,1620.0897827379174,6.999315878078642,2.611502337230122,0.28766530797480966,13.435394983375291,106.44688757188804,24.329041473039293,20.522501245680765,30.471211710134288,745.644159066468,78,58.98747861270465,1,227.12242437319932,0,1,4.763729634592757,12.836142404983688
Gasabo,Kimihurura,-1.9536,30.0922,Clay,Banana,2015,C,8.05482927350585,1795.9374757764517,5.183045741482773,2.250250514283494,0.2234499138937444,19.232235294045093,102.36275017323469,24.289913770709376,19.44217802367921,31.50630422539139,1258.1978109721647,133,58.79776130421931,1,186.60757901946184,1,0,5.295558183893017,25.40061163701342
Nyamasheke,Nyamasheke-Sector-6,-2.1766522220390785,29.775815007173183,Sandy Clay,Coffee,2015,A,9.61898205593254,2408.2940146724395,6.902945647817991,3.5013605212096923,0.3348255984867366,22.198603868223348,162.6949827396306,21.46931584160266,17.17769521308109,28.859238326526835,1642.5426814886139,176,67.27710365802199,1,133.114039287178,0,0,9.472261535595882,2.3028031796468897
Gicumbi,Gicumbi-Sector-4,-1.3776840270438298,30.072515947040124,Clay Loam,Rice,2015,C,6.3595933210126345,1686.0124614412855,6.626409697544977,2.7027457951063183,0.2619207854419495,20.069696140390064,124.06818122182926,22.933608785864372,19.12800751766155,27.370917110350625,1131.923275200933,131,63.732345651326206,0,0.0,0,0,7.110076037726726,5.051741766143774
Nyaruguru,Nyaruguru-Sector-4,-2.2258438654712296,30.574238153035854,Clay Loam,Cassava,2015,C,5.578452259654402,1800.668537902406,6.176029712408369,3.844112077504507,0.4036632544189763,29.272466043742845,123.08676876498284,23.647490846162473,19.49065030756553,31.32882654322857,1046.743967701897,93,67.44171563020902,0,0.0,1,0,0.5790394511583241,16.952979392009293
Muhanga,Muhanga-Sector-2,-1.1852015320853613,30.662881490956746,Volcanic Soil,Cassava,2015,C,0.9345830146523687,1370.3030628472643,7.658434069320506,3.559008110290412,0.33539680048941883,18.18899560695114,117.75265452879607,24.652917878856687,21.00688473470903,30.638396729790287,600.0,60,62.722027717643535,1,145.82105991055033,1,0,7.97431028189271,19.99125928905097
Kicukiro,Kicukiro,-1.97,30.1,Loam,Rice,2015,A,2.608235983590648,1921.2781125302786,6.956931394027108,4.467286268287917,0.4323242395935319,37.97443865922866,274.308837546397,22.90634340317815,19.303047220850146,28.85750669893261,694.4219155629845,72,56.57226164045283,1,115.05914949630734,0,0,1.169673483609874,6.74530245625332
Rwamagana,Rwamagana-Sector-4,-2.6958449840361265,29.628495777077074,Volcanic Soil,Irish Potato,2015,B,8.828737057250729,2760.230623616688,7.724504027204009,4.153485084060081,0.391162756254035,35.46843281990658,280.9618028080871,17.176874115396185,13.595284911585507,24.470957971236956,1886.2011357874594,190,79.09857667852447,1,153.62901620419808,0,0,4.862297720459337,9.235620605417996
Kamonyi,Kamonyi-Sector-5,-2.0601333760271836,28.869406539091152,Volcanic Soil,Sweet Potato,2015,C,4.9448268448096355,3549.564530648488,6.697603991572288,3.833862141635003,0.34408598076481484,26.350922710965303,166.49295226608848,13.458990553395807,8.743253941844005,21.390223913152816,2200.0,200,90.0,1,92.92347692636238,1,0,8.77000617955915,10.205923954408096
Gasabo,Remera,-1.9557,30.1097,Clay loam,Maize,2015,A,1.260318666234311,2068.222835474179,6.538110470536553,2.912504227672305,0.2625066137242864,14.765963742794645,171.6564358338258,23.292342587365408,17.76236408400176,28.717815887263107,1561.757356761022,149,64.19684454276376,1,255.14968941914665,1,0,0.6269929909642585,4.0624945387669396
