District,Sector,Latitude,Longitude,Soil_Texture
Nyaruguru,Ngoma,-2.7567,29.6678,acrisol
Nyaruguru,Nyabimata,-2.7678,29.6789,acrisol
Nyaruguru,Nyagisozi,-2.7789,29.6567,acrisol
Nyaruguru,Ruheru,-2.7234,29.6678,acrisol
Nyaruguru,Ruramba,-2.7456,29.6789,acrisol
Nyaruguru,Rusenge,-2.7567,29.6567,acrisol
Nyaruguru,Kivu,-2.7678,29.6678,acrisol
Nyamagabe,Buruhukiro,-2.4234,29.5567,acrisol
Nyamagabe,Cyanika,-2.4456,29.5678,acrisol
Nyamagabe,Gatare,-2.4567,29.5789,acrisol
Nyamagabe,Kaduha,-2.4678,29.5567,acrisol
Nyamagabe,Kamegeri,-2.4789,29.5678,acrisol
Nyamagabe,Kibirizi,-2.4234,29.5789,acrisol
Nyamagabe,Kibumbwe,-2.4456,29.5567,acrisol
Nyamagabe,Kitabi,-2.4567,29.5678,acrisol
Nyamagabe,Mbazi,-2.4678,29.5789,acrisol
Nyamagabe,Mugano,-2.4789,29.5567,acrisol
Nyamagabe,Musange,-2.4234,29.5678,acrisol
Nyamagabe,Mushubi,-2.4456,29.5789,acrisol
Nyamagabe,Nkomane,-2.4567,29.5567,acrisol
Nyamagabe,Tare,-2.4678,29.5678,acrisol
Nyamagabe,Gasaka,-2.4789,29.5789,acrisol
Nyamagabe,Uwinkingi,-2.4234,29.5567,acrisol
Nyamagabe,Rugano,-2.4456,29.5678,acrisol
Ruhango,Bweramana,-2.2234,29.7567,ferralsol
Ruhango,Byimana,-2.2456,29.7678,acrisol
Ruhango,Kabagari,-2.2567,29.7789,acrisol
Ruhango,Kinazi,-2.2678,29.7567,ferralsol
Ruhango,Kinihira,-2.2789,29.7678,acrisol
Ruhango,Mbuye,-2.2234,29.7789,ferralsol
Ruhango,Mwendo,-2.2456,29.7567,acrisol
Ruhango,Ntongwe,-2.2567,29.7678,acrisol
Ruhango,Ruhango,-2.2678,29.7789,ferralsol
Ruhango,Byimana,-2.2789,29.7567,acrisol
Muhanga,Cyeza,-2.1234,29.7567,acrisol
Muhanga,Kabacuzi,-2.1456,29.7678,acrisol
Muhanga,Kibangu,-2.1567,29.7789,acrisol
Muhanga,Kiyumba,-2.1678,29.7567,acrisol
Muhanga,Muhanga,-2.1789,29.7678,acrisol
Muhanga,Mushishiro,-2.1234,29.7789,acrisol
Muhanga,Nyabinoni,-2.1456,29.7567,acrisol
Muhanga,Nyamabuye,-2.1567,29.7678,acrisol
Muhanga,Nyarusange,-2.1678,29.7789,acrisol
Muhanga,Rongi,-2.1789,29.7567,acrisol
Muhanga,Rugendabari,-2.1234,29.7678,acrisol
Muhanga,Shyogwe,-2.1456,29.7789,acrisol
Kamonyi,Gacurabwenge,-2.0234,29.7567,ferralsol
Kamonyi,Karama,-2.0456,29.7678,ferralsol
Kamonyi,Kayenzi,-2.0567,29.7789,acrisol
Kamonyi,Kayumbu,-2.0678,29.7567,ferralsol
Kamonyi,Mugina,-2.0789,29.7678,acrisol
Kamonyi,Musambira,-2.0234,29.7789,ferralsol
Kamonyi,Ngamba,-2.0456,29.7567,ferralsol
Kamonyi,Nyamiyaga,-2.0567,29.7678,acrisol
Kamonyi,Nyarubaka,-2.0678,29.7789,ferralsol
Kamonyi,Rukoma,-2.0789,29.7567,acrisol
Kamonyi,Runda,-2.0234,29.7678,ferralsol
Kamonyi,Rugarika,-2.0456,29.7789,ferralsol
Karongi,Bwishyura,-2.0789,29.3453,acrisol
Karongi,Gishyita,-2.1234,29.3789,acrisol
Karongi,Murambi,-2.0567,29.3231,acrisol
Karongi,Rubengera,-2.0892,29.3564,acrisol
Karongi,Gashari,-2.0678,29.3456,acrisol
Karongi,Gitesi,-2.0789,29.3567,acrisol
Karongi,Mubuga,-2.0567,29.3678,acrisol
Karongi,Murundi,-2.0789,29.3789,acrisol
Karongi,Mutuntu,-2.0567,29.3567,acrisol
Karongi,Rwankuba,-2.0789,29.3678,acrisol
Karongi,Rugabano,-2.0567,29.3789,acrisol
Karongi,Ruganda,-2.0789,29.3567,acrisol
Karongi,Twumba,-2.0567,29.3678,acrisol
Rubavu,Gisenyi,-1.7023,29.2564,andosol
Rubavu,Nyamyumba,-1.6789,29.2789,andosol
Rubavu,Rugerero,-1.7231,29.2453,andosol
Rubavu,Bugeshi,-1.6934,29.2567,andosol
Rubavu,Busasamana,-1.7123,29.2678,andosol
Rubavu,Cyanzarwe,-1.6845,29.2789,andosol
Rubavu,Kanama,-1.7234,29.2567,andosol
Rubavu,Kanzenze,-1.6956,29.2678,andosol
Rubavu,Mudende,-1.7123,29.2789,andosol
Rubavu,Nyakiriba,-1.6845,29.2567,andosol
Rubavu,Nyundo,-1.7234,29.2678,andosol
Rubavu,Rubavu,-1.6956,29.2789,andosol
Rusizi,Bugarama,-2.6789,29.0453,acrisol
Rusizi,Gihundwe,-2.6234,29.0789,acrisol
Rusizi,Kamembe,-2.6453,29.0231,acrisol
Rusizi,Butare,-2.6567,29.0567,acrisol
Rusizi,Bweyeye,-2.6789,29.0678,acrisol
Rusizi,Gikundamvura,-2.6234,29.0789,acrisol
Rusizi,Gashonga,-2.6453,29.0567,acrisol
Rusizi,Gitambi,-2.6567,29.0678,acrisol
Rusizi,Mururu,-2.6789,29.0789,acrisol
Rusizi,Nkanka,-2.6234,29.0567,acrisol
Rusizi,Nkombo,-2.6453,29.0678,gleysol
Rusizi,Nkungu,-2.6567,29.0789,acrisol
Rusizi,Nyakabuye,-2.6789,29.0567,acrisol
Rusizi,Nyakarenzo,-2.6234,29.0678,acrisol
Rusizi,Nzahaha,-2.6453,29.0789,acrisol
Rusizi,Rwimbogo,-2.6567,29.0567,acrisol
Rusizi,Muganza,-2.6789,29.0678,acrisol
Nyamasheke,Kagano,-2.3234,29.1567,acrisol
Nyamasheke,Kanjongo,-2.3456,29.1678,acrisol
Nyamasheke,Karambi,-2.3567,29.1789,acrisol
Nyamasheke,Karengera,-2.3678,29.1567,acrisol
Nyamasheke,Kilimbi,-2.3789,29.1678,acrisol
Nyamasheke,Macuba,-2.3234,29.1789,acrisol
Nyamasheke,Mahembe,-2.3456,29.1567,acrisol
Nyamasheke,Nyabitekeri,-2.3567,29.1678,acrisol
Nyamasheke,Rangiro,-2.3678,29.1789,acrisol
Nyamasheke,Ruharambuga,-2.3789,29.1567,acrisol
Nyamasheke,Shangi,-2.3234,29.1678,acrisol
Nyamasheke,Bushekeri,-2.3456,29.1789,acrisol
Nyamasheke,Bushenge,-2.3567,29.1567,gleysol
Nyamasheke,Cyato,-2.3678,29.1678,acrisol
Nyabihu,Bigogwe,-1.6234,29.5567,andosol
Nyabihu,Jenda,-1.6456,29.5678,andosol
Nyabihu,Jomba,-1.6567,29.5789,andosol
Nyabihu,Kabatwa,-1.6678,29.5567,andosol
Nyabihu,Karago,-1.6789,29.5678,andosol
Nyabihu,Kintobo,-1.6234,29.5789,andosol
Nyabihu,Mukamira,-1.6456,29.5567,andosol
Nyabihu,Muringa,-1.6567,29.5678,andosol
Nyabihu,Rambura,-1.6678,29.5789,andosol
Nyabihu,Rugera,-1.6789,29.5567,andosol
Nyabihu,Rurembo,-1.6234,29.5678,andosol
Nyabihu,Shyira,-1.6456,29.5789,andosol
Ngororero,Bwira,-1.8234,29.6567,acrisol
Ngororero,Gatumba,-1.8456,29.6678,acrisol
Ngororero,Hindiro,-1.8567,29.6789,acrisol
Ngororero,Kabaya,-1.8678,29.6567,acrisol
Ngororero,Kageyo,-1.8789,29.6678,acrisol
Ngororero,Kavumu,-1.8234,29.6789,acrisol
Ngororero,Matyazo,-1.8456,29.6567,acrisol
Ngororero,Muhanda,-1.8567,29.6678,acrisol
Ngororero,Muhororo,-1.8678,29.6789,acrisol
Ngororero,Ndaro,-1.8789,29.6567,acrisol
Ngororero,Ngororero,-1.8234,29.6678,acrisol
Ngororero,Nyange,-1.8456,29.6789,acrisol
Ngororero,Sovu,-1.8567,29.6567,acrisol
Rutsiro,Boneza,-1.9234,29.4567,acrisol
Rutsiro,Gihango,-1.9456,29.4678,acrisol
Rutsiro,Kigeyo,-1.9567,29.4789,acrisol
Rutsiro,Kivumu,-1.9678,29.4567,acrisol
Rutsiro,Manihira,-1.9789,29.4678,acrisol
Rutsiro,Mukura,-1.9234,29.4789,acrisol
Rutsiro,Murunda,-1.9456,29.4567,acrisol
Rutsiro,Musasa,-1.9567,29.4678,acrisol
Rutsiro,Mushonyi,-1.9678,29.4789,acrisol
Rutsiro,Mushubati,-1.9789,29.4567,acrisol
Rutsiro,Nyabirasi,-1.9234,29.4678,acrisol
Rutsiro,Ruhango,-1.9456,29.4789,acrisol
Rutsiro,Rusebeya,-1.9567,29.4567,acrisol
Burera,Bungwe,-1.4478,29.85,nitisol
Burera,Butaro,-1.4478,29.8775,nitisol
Burera,Cyanika,-1.4283,29.85,nitisol
Burera,Cyeru,-1.4283,29.8775,nitisol
Burera,Gahunga,-1.4089,29.85,nitisol
Burera,Gatebe,-1.4089,29.8775,nitisol
Burera,Gitovu,-1.4478,29.905,nitisol
Burera,Kagogo,-1.4283,29.905,nitisol
Burera,Kinoni,-1.4089,29.905,nitisol
Burera,Kinyababa,-1.4672,29.85,nitisol
Burera,Kivuye,-1.4672,29.8775,nitisol
Burera,Nemba,-1.4672,29.905,nitisol
Burera,Rugarama,-1.4867,29.85,nitisol
Burera,Rugendabari,-1.4867,29.8775,nitisol
Burera,Ruhunde,-1.4867,29.905,nitisol
Burera,Rusarabuye,-1.5061,29.85,nitisol
Burera,Rwerere,-1.5061,29.8775,nitisol
Gakenke,Coko,-1.7117,29.85,nitisol
Gakenke,Cyabingo,-1.7117,29.8775,nitisol
Gakenke,Gakenke,-1.6925,29.85,nitisol
Gakenke,Gashenyi,-1.6925,29.8775,nitisol
Gakenke,Janja,-1.6731,29.85,nitisol
Gakenke,Kamubuga,-1.6731,29.8775,nitisol
Gakenke,Karambo,-1.7117,29.905,nitisol
Gakenke,Kivuruga,-1.6925,29.905,nitisol
Gakenke,Mataba,-1.6731,29.905,nitisol
Gakenke,Minazi,-1.7311,29.85,nitisol
Gakenke,Mugunga,-1.7311,29.8775,nitisol
Gakenke,Muhondo,-1.6925,29.8925,nitisol
Gakenke,Muyongwe,-1.7506,29.85,nitisol
Gakenke,Muzo,-1.7506,29.8775,nitisol
Gakenke,Nemba,-1.7506,29.905,nitisol
Gakenke,Ruli,-1.77,29.85,nitisol
Gakenke,Rusasa,-1.77,29.8775,nitisol
Gakenke,Rushashi,-1.77,29.905,nitisol
Gicumbi,Bukure,-1.5583,30.1,nitisol
Gicumbi,Bwisige,-1.5583,30.1275,nitisol
Gicumbi,Byumba,-1.5389,30.1,nitisol
Gicumbi,Cyumba,-1.5389,30.1275,nitisol
Gicumbi,Giti,-1.5194,30.1,nitisol
Gicumbi,Kaniga,-1.5194,30.1275,nitisol
Gicumbi,Manyagiro,-1.5583,30.155,nitisol
Gicumbi,Miyove,-1.5389,30.155,nitisol
Gicumbi,Mugambi,-1.5194,30.155,nitisol
Gicumbi,Mukarange,-1.5778,30.1,nitisol
Gicumbi,Muko,-1.5778,30.1275,nitisol
Gicumbi,Mutete,-1.5778,30.155,nitisol
Gicumbi,Nyamiyaga,-1.5972,30.1,nitisol
Gicumbi,Nyankenke,-1.5972,30.1275,nitisol
Gicumbi,Rubaya,-1.5972,30.155,nitisol
Gicumbi,Rukomo,-1.6167,30.1,nitisol
Gicumbi,Rushaki,-1.6167,30.1275,nitisol
Gicumbi,Rutare,-1.6167,30.155,nitisol
Gicumbi,Ruvune,-1.6361,30.1,nitisol
Gicumbi,Rwamiko,-1.6361,30.1275,nitisol
Gicumbi,Shangasha,-1.6361,30.155,nitisol
Musanze,Busogo,-1.5583,29.5561,andosol
Musanze,Cyuve,-1.5389,29.5561,andosol
Musanze,Gacaca,-1.5583,29.5836,andosol
Musanze,Gashaki,-1.5389,29.5836,andosol
Musanze,Gataraga,-1.5194,29.5561,andosol
Musanze,Kimonyi,-1.5194,29.5836,andosol
Musanze,Kinigi,-1.5583,29.6111,andosol
Musanze,Muhoza,-1.5389,29.6111,andosol
Musanze,Muko,-1.5194,29.6111,andosol
Musanze,Musanze,-1.5778,29.5561,andosol
Musanze,Nkotsi,-1.5778,29.5836,andosol
Musanze,Nyange,-1.5778,29.6111,andosol
Musanze,Remera,-1.5972,29.5561,andosol
Musanze,Rwaza,-1.5972,29.5836,andosol
Musanze,Shingiro,-1.5972,29.6111,andosol
Rulindo,Base,-1.7311,29.9931,nitisol
Rulindo,Burega,-1.7311,30.0206,nitisol
Rulindo,Bushoki,-1.7117,29.9931,nitisol
Rulindo,Buyoga,-1.7117,30.0206,nitisol
Rulindo,Cyinzuzi,-1.6925,29.9931,nitisol
Rulindo,Cyungo,-1.6925,30.0206,nitisol
Rulindo,Kinihira,-1.7311,30.0481,nitisol
Rulindo,Kisaro,-1.7117,30.0481,nitisol
Rulindo,Kigabiro,-1.78,30.05,nitisol
Rulindo,Masoro,-1.6925,30.0481,nitisol
Rulindo,Mbogo,-1.7506,29.9931,nitisol
Rulindo,Murambi,-1.7506,30.0206,nitisol
Rulindo,Ngoma,-1.7506,30.0481,nitisol
Rulindo,Ntarabana,-1.77,29.9931,nitisol
Rulindo,Rukozo,-1.77,30.0206,nitisol
Rulindo,Rusiga,-1.77,30.0481,nitisol
Rulindo,Shyorongi,-1.7894,29.9931,nitisol
Rulindo,Tumba,-1.7894,30.0206,nitisol
Bugesera,Gashora,-2.1733,30.25,ferralsol
Bugesera,Juru,-2.1347,30.2225,ferralsol
Bugesera,Kamabuye,-2.1153,30.25,ferralsol
Bugesera,Mareba,-2.1347,30.2775,Vertisols
Bugesera,Mayange,-2.1541,30.2225,ferralsol
Bugesera,Musenyi,-2.1153,30.2775,ferralsol
Bugesera,Mwogo,-2.1733,30.2225,gleysol
Bugesera,Ngeruka,-2.1541,30.2775,ferralsol
Bugesera,Ntarama,-2.1153,30.2225,gleysol
Bugesera,Nyamata,-2.1347,30.25,ferralsol
Bugesera,Nyarugenge,-2.1541,30.25,ferralsol
Bugesera,Rilima,-2.1733,30.2775,ferralsol
Bugesera,Ruhuha,-2.1733,30.25,ferralsol
Bugesera,Sake,-2.1347,30.2225,ferralsol
Bugesera,Shyara,-2.1153,30.25,ferralsol
Gatsibo,Gasange,-1.7117,30.45,ferralsol
Gatsibo,Gatsibo,-1.7117,30.4775,ferralsol
Gatsibo,Gitoki,-1.6925,30.45,ferralsol
Gatsibo,Kabarore,-1.6925,30.4775,ferralsol
Gatsibo,Kageyo,-1.6731,30.45,ferralsol
Gatsibo,Kiramuruzi,-1.6731,30.4775,ferralsol
Gatsibo,Kiziguro,-1.7117,30.505,ferralsol
Gatsibo,Muhura,-1.6925,30.505,ferralsol
Gatsibo,Murambi,-1.6731,30.505,ferralsol
Gatsibo,Ngarama,-1.7311,30.45,ferralsol
Gatsibo,Nyagihanga,-1.7311,30.4775,ferralsol
Gatsibo,Remera,-1.7311,30.505,ferralsol
Gatsibo,Rugarama,-1.7506,30.45,ferralsol
Gatsibo,Rwimbogo,-1.7506,30.4775,ferralsol
Kayonza,Gahini,-1.8561,30.4775,ferralsol
Kayonza,Kabare,-1.8561,30.505,ferralsol
Kayonza,Kabarondo,-1.8367,30.4775,ferralsol
Kayonza,Mukarange,-1.8367,30.505,ferralsol
Kayonza,Murama,-1.8172,30.4775,ferralsol
Kayonza,Murundi,-1.8172,30.505,ferralsol
Kayonza,Mwiri,-1.8561,30.5325,ferralsol
Kayonza,Ndego,-1.8367,30.5325,ferralsol
Kayonza,Nyamirama,-1.8172,30.5325,ferralsol
Kayonza,Rukara,-1.8756,30.4775,ferralsol
Kayonza,Ruramira,-1.8756,30.505,ferralsol
Kayonza,Rwinkwavu,-1.8756,30.5325,ferralsol
Kirehe,Gahara,-2.2506,30.65,ferralsol
Kirehe,Gatore,-2.2506,30.6775,ferralsol
Kirehe,Kigarama,-2.2311,30.65,ferralsol
Kirehe,Kigina,-2.2311,30.6775,ferralsol
Kirehe,Kirehe,-2.2117,30.65,ferralsol
Kirehe,Mahama,-2.2117,30.6775,ferralsol
Kirehe,Mpanga,-2.2506,30.705,ferralsol
Kirehe,Musaza,-2.2311,30.705,ferralsol
Kirehe,Mushikiri,-2.2117,30.705,ferralsol
Kirehe,Nasho,-2.27,30.65,ferralsol
Kirehe,Nyamugali,-2.27,30.6775,ferralsol
Kirehe,Nyarubuye,-2.27,30.705,ferralsol
Ngoma,Gashanda,-2.1733,30.45,ferralsol
Ngoma,Jarama,-2.1733,30.4775,ferralsol
Ngoma,Karembo,-2.1539,30.45,ferralsol
Ngoma,Kazo,-2.1539,30.4775,ferralsol
Ngoma,Kibungo,-2.1344,30.45,ferralsol
Ngoma,Mugesera,-2.1344,30.4775,ferralsol
Ngoma,Murama,-2.1733,30.505,ferralsol
Ngoma,Mutenderi,-2.1539,30.505,ferralsol
Ngoma,Remera,-2.1344,30.505,ferralsol
Ngoma,Rukira,-2.1928,30.45,ferralsol
Ngoma,Rukumberi,-2.1928,30.4775,ferralsol
Ngoma,Rurenge,-2.1928,30.505,ferralsol
Ngoma,Sake,-2.2122,30.45,ferralsol
Ngoma,Zaza,-2.2122,30.4775,ferralsol
Nyagatare,Gatunda,-1.4478,30.45,ferralsol
Nyagatare,Karama,-1.4478,30.4775,ferralsol
Nyagatare,Katabagemu,-1.4283,30.45,ferralsol
Nyagatare,Karangazi,-1.4283,30.4775,ferralsol
Nyagatare,Kiyombe,-1.4089,30.45,ferralsol
Nyagatare,Matimba,-1.4089,30.4775,ferralsol
Nyagatare,Mimuri,-1.4478,30.505,ferralsol
Nyagatare,Mukama,-1.4283,30.505,ferralsol
Nyagatare,Musheri,-1.4089,30.505,ferralsol
Nyagatare,Nyagatare,-1.4672,30.45,ferralsol
Nyagatare,Rukomo,-1.4672,30.4775,ferralsol
Nyagatare,Rwempasha,-1.4672,30.505,ferralsol
Nyagatare,Rwimiyaga,-1.4867,30.45,ferralsol
Nyagatare,Tabagwe,-1.4867,30.4775,ferralsol
Rwamagana,Fumbwe,-1.9506,30.35,ferralsol
Rwamagana,Gahengeri,-1.9506,30.3775,ferralsol
Rwamagana,Gishali,-1.9311,30.35,ferralsol
Rwamagana,Karenge,-1.9311,30.3775,ferralsol
Rwamagana,Kigabiro,-1.9117,30.35,ferralsol
Rwamagana,Muhazi,-1.9117,30.3775,ferralsol
Rwamagana,Munyaga,-1.9506,30.405,ferralsol
Rwamagana,Munyiginya,-1.9311,30.405,ferralsol
Rwamagana,Mwulire,-1.9117,30.405,ferralsol
Rwamagana,Nyakariro,-1.97,30.35,ferralsol
Rwamagana,Nzige,-1.97,30.3775,ferralsol
Rwamagana,Rubona,-1.97,30.405,ferralsol
Rwamagana,Rukara,-1.9894,30.35,ferralsol
Rwamagana,Rweru,-1.9894,30.3775,ferralsol
Nyarugenge,Gitega,-1.9547,30.0574,acrisol
Nyarugenge,Kanyinya,-1.9425,30.0234,acrisol
Nyarugenge,Kigali,-1.9494,30.0588,acrisol
Nyarugenge,Kimisagara,-1.9569,30.0397,acrisol
Nyarugenge,Mageragere,-1.9872,30.0089,acrisol
Nyarugenge,Muhima,-1.9436,30.0614,acrisol
Nyarugenge,Nyakabanda,-1.9647,30.0397,acrisol
Nyarugenge,Nyamirambo,-1.975,30.0397,acrisol
Nyarugenge,Nyarugenge,-1.9508,30.0556,acrisol
Nyarugenge,Rwezamenyo,-1.9494,30.0556,acrisol
Gasabo,Bumbogo,-1.8897,30.1147,acrisol
Gasabo,Gatsata,-1.9178,30.0672,acrisol
Gasabo,Gikomero,-1.8794,30.1969,nitisol
Gasabo,Gisozi,-1.9289,30.0839,acrisol
Gasabo,Jabana,-1.8961,30.0506,acrisol
Gasabo,Jali,-1.8897,30.1672,nitisol
Gasabo,Kacyiru,-1.9447,30.0922,acrisol
Gasabo,Kimihurura,-1.9536,30.0922,acrisol
Gasabo,Kimironko,-1.9494,30.1191,acrisol
Gasabo,Kinyinya,-1.9178,30.1017,acrisol
Gasabo,Ndera,-1.9178,30.1672,nitisol
Gasabo,Nduba,-1.8794,30.1372,nitisol
Gasabo,Remera,-1.9557,30.1097,acrisol
Gasabo,Rusororo,-1.9289,30.1447,nitisol
Gasabo,Rutunga,-1.8897,30.1447,nitisol
Kicukiro,Gahanga,-2.0247,30.1017,acrisol
Kicukiro,Gatenga,-1.9872,30.0922,acrisol
Kicukiro,Gikondo,-1.975,30.0756,acrisol
Kicukiro,Kagarama,-1.9935,30.0922,acrisol
Kicukiro,Kanombe,-1.975,30.1286,acrisol
Kicukiro,Kigarama,-2.0006,30.1156,acrisol
Kicukiro,Masaka,-2.0247,30.1447,ferralsol
Kicukiro,Niboye,-1.9872,30.1097,acrisol
Kicukiro,Nyarugunga,-1.9935,30.1286,acrisol
Kicukiro,Kicukiro,-1.97,30.1,acrisol
