date,location,latitude,longitude,elevation_m,temp_min_c,temp_max_c,temp_avg_c,humidity_pct,rainfall_mm,wind_speed_kmh,sunshine_hours,month,day,day_of_year,year,is_rainy_season
2022-02-02,Nyarugenge,-1.94,30.06,1567,,19.4,9.5,60.4,0.0,5.9,11.9,2,2,33,2022,0
2022-02-03,Nyarugenge,-1.94,30.06,1567,1.0,17.4,9.2,59.8,0.0,3.5,15.4,2,3,34,2022,0
2022-02-04,Nyarugenge,-1.94,30.06,1567,-0.7,18.3,8.8,61.2,0.0,5.3,9.4,2,4,35,2022,0
2022-02-05,Nyarugenge,-1.94,30.06,1567,-0.7,15.9,7.6,60.0,0.0,2.5,8.6,2,5,36,2022,0
2022-02-06,Nyarugenge,-1.94,30.06,1567,0.4,17.1,8.8,55.8,0.0,2.4,12.7,2,6,37,2022,0
2022-02-07,Nyarugenge,-1.94,30.06,1567,-1.5,17.9,8.2,57.6,0.0,0.9,10.0,2,7,38,2022,0
2022-02-08,Nyarugenge,-1.94,30.06,1567,1.7,18.8,10.3,58.8,2.6,3.3,8.7,2,8,39,2022,0
2022-02-09,Nyarugenge,-1.94,30.06,1567,1.1,17.3,9.2,58.1,0.0,4.2,10.4,2,9,40,2022,0
2022-02-10,Nyarugenge,-1.94,30.06,1567,-1.4,16.4,7.5,58.5,0.0,0.0,11.9,2,10,41,2022,0
2022-02-11,Nyarugenge,-1.94,30.06,1567,0.6,17.0,8.8,60.1,0.4,1.1,8.6,2,11,42,2022,0
2022-02-12,Nyarugenge,-1.94,30.06,1567,-1.3,17.9,8.3,59.0,0.0,2.0,9.1,2,12,43,2022,0
2022-02-13,Nyarugenge,-1.94,30.06,1567,-2.0,17.4,7.7,58.6,1.0,10.0,8.0,2,13,44,2022,0
2022-02-14,Nyarugenge,-1.94,30.06,1567,0.4,17.3,8.8,57.0,0.0,2.6,8.5,2,14,45,2022,0
2022-02-15,Nyarugenge,-1.94,30.06,1567,-1.1,16.6,7.8,56.0,3.7,2.7,6.3,2,15,46,2022,0
2022-02-16,Nyarugenge,-1.94,30.06,1567,-1.8,17.6,7.9,,0.0,1.6,11.8,2,16,47,2022,0
2022-02-17,Nyarugenge,-1.94,30.06,1567,-1.9,16.2,7.1,56.6,,5.0,10.0,2,17,48,2022,0
2022-02-18,Nyarugenge,-1.94,30.06,1567,-2.1,15.6,6.8,58.1,0.0,1.5,10.9,2,18,49,2022,0
2022-02-19,Nyarugenge,-1.94,30.06,1567,-2.0,18.0,8.0,56.7,0.0,3.8,12.7,2,19,50,2022,0
2022-02-20,Nyarugenge,-1.94,30.06,1567,-1.1,17.8,8.3,56.2,0.0,3.9,10.8,2,20,51,2022,0
2022-02-21,Nyarugenge,-1.94,30.06,1567,-1.3,17.6,8.1,56.1,0.0,3.3,13.1,2,21,52,2022,0
2022-02-22,Nyarugenge,-1.94,30.06,1567,0.7,18.8,9.8,53.1,0.0,2.5,11.7,2,22,53,2022,0
2022-02-23,Nyarugenge,-1.94,30.06,1567,-1.6,17.7,8.0,56.1,0.0,2.2,8.3,2,23,54,2022,0
2022-02-24,Nyarugenge,-1.94,30.06,1567,0.9,17.2,9.1,56.0,0.0,4.8,10.1,2,24,55,2022,0
2022-02-25,Nyarugenge,-1.94,30.06,1567,-1.0,17.4,8.2,57.1,0.0,2.8,11.1,2,25,56,2022,0
2022-02-26,Nyarugenge,-1.94,30.06,1567,-1.4,,7.4,54.5,0.0,1.4,8.4,2,26,57,2022,0
2022-02-27,Nyarugenge,-1.94,30.06,1567,-1.2,15.7,7.3,55.1,1.3,2.9,8.1,2,27,58,2022,0
2022-02-28,Nyarugenge,-1.94,30.06,1567,-2.4,17.2,7.4,53.1,3.2,3.1,8.1,2,28,59,2022,0
2022-03-01,Nyarugenge,-1.94,30.06,1567,-1.2,15.5,7.2,69.4,0.0,4.6,9.9,3,1,60,2022,1
2022-03-02,Nyarugenge,-1.94,30.06,1567,0.0,18.1,9.0,75.0,0.0,9.4,10.6,3,2,61,2022,1
2022-03-03,Nyarugenge,-1.94,30.06,1567,-2.8,14.9,6.1,80.1,9.4,8.6,8.9,3,3,62,2022,1
2022-03-04,Nyarugenge,-1.94,30.06,1567,-1.0,15.2,7.1,84.0,31.5,5.5,4.0,3,4,63,2022,1
2022-03-05,Nyarugenge,-1.94,30.06,1567,-2.3,15.6,6.6,84.1,0.0,2.4,12.3,3,5,64,2022,1
2022-03-06,Nyarugenge,-1.94,30.06,1567,-1.4,14.8,6.7,82.3,23.5,1.3,3.7,3,6,65,2022,1
2022-03-07,Nyarugenge,-1.94,30.06,1567,-3.0,16.0,6.5,83.8,11.5,2.9,3.7,3,7,66,2022,1
2022-03-08,Nyarugenge,-1.94,30.06,1567,-3.1,15.9,6.4,83.4,56.9,1.0,4.4,3,8,67,2022,1
2022-03-09,Nyarugenge,-1.94,30.06,1567,-1.8,15.6,6.9,81.1,28.1,6.5,4.5,3,9,68,2022,1
2022-03-10,Nyarugenge,-1.94,30.06,1567,-0.1,17.7,8.8,81.8,43.0,3.0,4.1,3,10,69,2022,1
2022-03-11,Nyarugenge,-1.94,30.06,1567,-2.3,16.6,7.2,78.0,22.1,2.7,2.5,3,11,70,2022,1
2022-03-12,Nyarugenge,-1.94,30.06,1567,-1.2,16.4,7.6,77.7,24.6,1.7,3.0,3,12,71,2022,1
2022-03-13,Nyarugenge,-1.94,30.06,1567,-2.3,15.1,6.4,79.4,0.0,1.2,8.1,3,13,72,2022,1
2022-03-14,Nyarugenge,-1.94,30.06,1567,-2.3,15.2,6.5,80.7,31.8,2.3,2.7,3,14,73,2022,1
2022-03-15,Nyarugenge,-1.94,30.06,1567,-3.2,16.4,6.6,80.3,0.0,0.2,12.4,3,15,74,2022,1
2022-03-16,Nyarugenge,-1.94,30.06,1567,-3.2,15.8,6.3,80.7,30.8,1.3,1.7,3,16,75,2022,1
2022-03-17,Nyarugenge,-1.94,30.06,1567,-2.5,14.3,5.9,79.9,9.0,2.4,8.8,3,17,76,2022,1
2022-03-18,Nyarugenge,-1.94,30.06,1567,-1.3,16.2,7.5,83.9,22.5,2.7,2.5,3,18,77,2022,1
2022-03-19,Nyarugenge,-1.94,30.06,1567,-1.9,15.3,6.7,85.2,50.7,2.6,3.0,3,19,78,2022,1
2022-03-20,Nyarugenge,-1.94,30.06,1567,-3.9,14.0,5.0,82.4,0.0,2.3,11.3,3,20,79,2022,1
2022-03-21,Nyarugenge,-1.94,30.06,1567,-2.1,14.8,6.4,82.9,0.0,3.5,9.6,3,21,80,2022,1
2022-03-22,Nyarugenge,-1.94,30.06,1567,-3.2,15.1,6.0,84.2,10.6,1.2,1.6,3,22,81,2022,1
2022-03-23,Nyarugenge,-1.94,30.06,1567,-3.8,14.8,5.5,84.1,12.6,2.9,3.7,3,23,82,2022,1
2022-03-24,Nyarugenge,-1.94,30.06,1567,-3.8,13.6,4.9,82.7,34.8,5.9,0.6,3,24,83,2022,1
2022-03-25,Nyarugenge,-1.94,30.06,1567,-4.8,13.4,4.3,83.8,21.5,2.9,3.4,3,25,84,2022,1
2022-03-26,Nyarugenge,-1.94,30.06,1567,-2.0,14.1,6.1,83.8,26.3,1.9,3.9,3,26,85,2022,1
2022-03-27,Nyarugenge,-1.94,30.06,1567,-1.8,16.5,7.3,85.0,19.5,5.2,3.2,3,27,86,2022,1
2022-03-28,Nyarugenge,-1.94,30.06,1567,-3.6,14.9,5.6,87.4,26.6,4.9,1.8,3,28,87,2022,1
2022-03-29,Nyarugenge,-1.94,30.06,1567,-1.4,16.0,7.3,86.1,21.1,2.6,2.6,3,29,88,2022,1
2022-03-30,Nyarugenge,-1.94,30.06,1567,-1.1,14.4,6.6,82.9,23.2,2.5,3.3,3,30,89,2022,1
2022-03-31,Nyarugenge,-1.94,30.06,1567,-2.9,15.8,6.4,81.9,0.0,4.0,12.0,3,31,90,2022,1
2022-04-01,Nyarugenge,-1.94,30.06,1567,-3.5,15.8,6.1,84.1,10.3,1.3,3.8,4,1,91,2022,1
2022-04-02,Nyarugenge,-1.94,30.06,1567,-2.9,16.5,6.8,83.1,24.1,4.5,4.1,4,2,92,2022,1
2022-04-03,Nyarugenge,-1.94,30.06,1567,-2.0,14.1,6.0,80.6,15.4,1.1,6.6,4,3,93,2022,1
2022-04-04,Nyarugenge,-1.94,30.06,1567,-3.8,15.3,5.8,80.2,19.9,0.5,4.4,4,4,94,2022,1
2022-04-05,Nyarugenge,-1.94,30.06,1567,-3.6,15.0,5.7,79.5,0.0,0.6,10.5,4,5,95,2022,1
2022-04-06,Nyarugenge,-1.94,30.06,1567,-2.4,15.9,6.8,75.3,24.9,0.4,2.3,4,6,96,2022,1
2022-04-07,Nyarugenge,-1.94,30.06,1567,-1.7,17.5,7.9,78.3,23.4,2.5,3.6,4,7,97,2022,1
2022-04-08,Nyarugenge,-1.94,30.06,1567,-4.1,15.6,5.8,78.5,27.3,0.9,1.1,4,8,98,2022,1
2022-04-09,Nyarugenge,-1.94,30.06,1567,-2.3,14.7,6.2,79.4,9.6,2.0,8.9,4,9,99,2022,1
2022-04-10,Nyarugenge,-1.94,30.06,1567,-3.7,16.9,6.6,82.1,13.3,1.8,4.5,4,10,100,2022,1
2022-04-11,Nyarugenge,-1.94,30.06,1567,-2.2,16.4,7.1,81.5,32.8,6.9,4.3,4,11,101,2022,1
2022-04-12,Nyarugenge,-1.94,30.06,1567,-2.2,14.0,5.9,82.5,9.8,0.6,8.3,4,12,102,2022,1
2022-04-13,Nyarugenge,-1.94,30.06,1567,-4.6,13.3,4.3,86.0,10.7,5.0,3.2,4,13,103,2022,1
2022-04-14,Nyarugenge,-1.94,30.06,1567,-5.2,13.0,3.9,85.2,8.1,2.0,7.8,4,14,104,2022,1
2022-04-15,Nyarugenge,-1.94,30.06,1567,-5.0,14.2,4.6,82.6,23.6,9.3,3.9,4,15,105,2022,1
2022-04-16,Nyarugenge,-1.94,30.06,1567,-1.8,14.0,6.1,85.9,35.8,4.3,3.6,4,16,106,2022,1
2022-04-17,Nyarugenge,-1.94,30.06,1567,-1.8,16.5,7.3,83.1,23.9,0.3,2.4,4,17,107,2022,1
2022-04-18,Nyarugenge,-1.94,30.06,1567,-1.8,17.3,7.7,80.9,65.1,2.7,3.7,4,18,108,2022,1
2022-04-19,Nyarugenge,-1.94,30.06,1567,-2.0,15.4,6.7,81.4,36.7,2.9,2.8,4,19,109,2022,1
2022-04-20,Nyarugenge,-1.94,30.06,1567,-2.6,17.1,7.3,83.2,0.0,1.2,11.9,4,20,110,2022,1
2022-04-21,Nyarugenge,-1.94,30.06,1567,-2.0,13.7,5.8,85.2,11.3,3.8,5.1,4,21,111,2022,1
2022-04-22,Nyarugenge,-1.94,30.06,1567,-3.9,16.5,6.3,83.2,0.0,4.3,11.0,4,22,112,2022,1
2022-04-23,Nyarugenge,-1.94,30.06,1567,-2.7,16.2,6.8,80.4,0.0,1.6,12.2,4,23,113,2022,1
2022-04-24,Nyarugenge,-1.94,30.06,1567,-2.7,15.0,6.1,80.3,34.5,1.4,5.1,4,24,114,2022,1
2022-04-25,Nyarugenge,-1.94,30.06,1567,-2.9,14.4,5.7,81.5,24.2,4.5,2.0,4,25,115,2022,1
2022-04-26,Nyarugenge,-1.94,30.06,1567,-2.7,16.6,6.9,83.3,0.0,2.5,12.5,4,26,116,2022,1
2022-04-27,Nyarugenge,-1.94,30.06,1567,-0.4,15.8,7.7,82.3,21.8,1.7,2.0,4,27,117,2022,1
2022-04-28,Nyarugenge,-1.94,30.06,1567,-3.1,15.0,6.0,80.3,0.0,0.5,9.4,4,28,118,2022,1
2022-04-29,Nyarugenge,-1.94,30.06,1567,-4.6,15.7,5.5,82.6,19.9,2.9,5.0,4,29,119,2022,1
2022-04-30,Nyarugenge,-1.94,30.06,1567,-2.5,15.8,6.6,79.4,22.9,1.5,3.4,4,30,120,2022,1
2022-05-01,Nyarugenge,-1.94,30.06,1567,-3.6,15.9,6.1,78.3,35.1,2.1,6.4,5,1,121,2022,1
2022-05-02,Nyarugenge,-1.94,30.06,1567,-2.9,15.6,6.3,78.3,23.9,2.3,4.9,5,2,122,2022,1
2022-05-03,Nyarugenge,-1.94,30.06,1567,,14.6,5.2,80.2,6.6,3.5,8.5,5,3,123,2022,1
2022-05-04,Nyarugenge,-1.94,30.06,1567,-4.8,15.6,5.4,74.2,14.2,4.5,4.2,5,4,124,2022,1
2022-05-05,Nyarugenge,-1.94,30.06,1567,-4.3,14.5,5.1,78.1,35.8,4.9,4.8,5,5,125,2022,1
2022-05-06,Nyarugenge,-1.94,30.06,1567,-2.9,14.8,5.9,78.6,28.6,2.6,4.2,5,6,126,2022,1
2022-05-07,Nyarugenge,-1.94,30.06,1567,-1.3,14.1,6.4,80.9,21.0,3.1,4.5,5,7,127,2022,1
2022-05-08,Nyarugenge,-1.94,30.06,1567,-2.5,13.9,5.7,84.6,26.2,7.7,1.9,5,8,128,2022,1
2022-05-09,Nyarugenge,-1.94,30.06,1567,-1.5,14.1,6.3,84.5,20.6,2.6,3.0,5,9,129,2022,1
2022-05-10,Nyarugenge,-1.94,30.06,1567,-2.5,14.8,6.2,84.5,21.2,1.7,3.1,5,10,130,2022,1
2022-05-11,Nyarugenge,-1.94,30.06,1567,-2.2,15.8,6.8,83.3,33.0,,3.3,5,11,131,2022,1
2022-05-12,Nyarugenge,-1.94,30.06,1567,-2.3,15.1,6.4,82.8,27.8,2.0,3.4,5,12,132,2022,1
2022-05-13,Nyarugenge,-1.94,30.06,1567,-2.4,14.2,5.9,81.3,23.7,3.1,3.9,5,13,133,2022,1
2022-05-14,Nyarugenge,-1.94,30.06,1567,-4.1,15.8,5.8,83.2,33.3,6.8,4.2,5,14,134,2022,1
2022-05-15,Nyarugenge,-1.94,30.06,1567,-4.4,15.1,5.4,82.8,26.1,1.9,1.7,5,15,135,2022,1
2022-05-16,Nyarugenge,-1.94,30.06,1567,-4.1,15.6,5.7,81.4,34.9,0.8,2.3,5,16,136,2022,1
2022-05-17,Nyarugenge,-1.94,30.06,1567,-3.4,16.6,6.6,,21.9,2.1,4.2,5,17,137,2022,1
2022-05-18,Nyarugenge,-1.94,30.06,1567,-2.8,17.5,7.3,80.9,21.7,2.7,4.3,5,18,138,2022,1
2022-05-19,Nyarugenge,-1.94,30.06,1567,-3.3,15.6,6.1,80.7,24.8,2.5,4.1,5,19,139,2022,1
2022-05-20,Nyarugenge,-1.94,30.06,1567,-3.0,16.1,6.5,80.2,39.8,3.3,6.2,5,20,140,2022,1
2022-05-21,Nyarugenge,-1.94,30.06,1567,-3.8,16.4,6.3,81.6,12.8,3.7,2.5,5,21,141,2022,1
2022-05-22,Nyarugenge,-1.94,30.06,1567,-2.9,14.9,6.0,79.7,,1.1,4.6,5,22,142,2022,1
2022-05-23,Nyarugenge,-1.94,30.06,1567,-2.6,13.8,5.6,79.0,14.2,5.4,1.6,5,23,143,2022,1
2022-05-24,Nyarugenge,-1.94,30.06,1567,-2.9,15.0,6.1,82.0,28.3,6.6,2.8,5,24,144,2022,1
2022-05-25,Nyarugenge,-1.94,30.06,1567,-2.5,16.8,7.1,81.6,9.6,3.1,5.1,5,25,145,2022,1
2022-05-26,Nyarugenge,-1.94,30.06,1567,-1.2,16.7,7.7,82.7,19.8,4.9,3.3,5,26,146,2022,1
2022-05-27,Nyarugenge,-1.94,30.06,1567,-2.6,16.4,6.9,83.1,23.1,7.3,4.6,5,27,147,2022,1
2022-05-28,Nyarugenge,-1.94,30.06,1567,-0.4,16.0,7.8,85.3,24.4,3.0,2.9,5,28,148,2022,1
2022-05-29,Nyarugenge,-1.94,30.06,1567,-2.9,17.2,7.1,82.8,19.9,1.8,3.8,5,29,149,2022,1
2022-05-30,Nyarugenge,-1.94,30.06,1567,-2.2,17.4,7.6,82.4,41.3,1.9,4.4,5,30,150,2022,1
2022-05-31,Nyarugenge,-1.94,30.06,1567,-1.1,16.3,7.6,81.2,36.6,5.0,3.6,5,31,151,2022,1
2022-06-01,Nyarugenge,-1.94,30.06,1567,0.5,16.3,8.4,73.6,0.0,3.9,12.2,6,1,152,2022,0
2022-06-02,Nyarugenge,-1.94,30.06,1567,-1.7,18.4,8.4,64.9,0.0,6.8,12.0,6,2,153,2022,0
2022-06-03,Nyarugenge,-1.94,30.06,1567,-0.1,15.4,7.6,62.6,0.0,6.5,12.0,6,3,154,2022,0
2022-06-04,Nyarugenge,-1.94,30.06,1567,0.1,17.6,8.9,58.1,0.0,4.4,12.3,6,4,155,2022,0
2022-06-05,Nyarugenge,-1.94,30.06,1567,0.2,15.6,7.9,58.1,0.0,0.6,9.1,6,5,156,2022,0
2022-06-06,Nyarugenge,-1.94,30.06,1567,0.3,16.8,8.6,56.2,0.0,2.9,12.0,6,6,157,2022,0
2022-06-07,Nyarugenge,-1.94,30.06,1567,-0.6,17.4,8.4,61.2,0.0,4.9,10.3,6,7,158,2022,0
2022-06-08,Nyarugenge,-1.94,30.06,1567,-0.2,16.7,8.2,57.4,0.0,6.4,11.6,6,8,159,2022,0
2022-06-09,Nyarugenge,-1.94,30.06,1567,-0.2,17.4,8.6,56.9,0.0,3.1,10.5,6,9,160,2022,0
2022-06-10,Nyarugenge,-1.94,30.06,1567,-1.4,17.3,8.0,57.0,0.0,0.6,8.5,6,10,161,2022,0
2022-06-11,Nyarugenge,-1.94,30.06,1567,-0.4,17.4,8.5,60.2,0.0,4.0,10.5,6,11,162,2022,0
2022-06-12,Nyarugenge,-1.94,30.06,1567,-0.5,18.7,9.1,57.2,0.0,2.2,11.0,6,12,163,2022,0
2022-06-13,Nyarugenge,-1.94,30.06,1567,-1.1,16.9,7.9,60.1,0.0,2.6,10.3,6,13,164,2022,0
2022-06-14,Nyarugenge,-1.94,30.06,1567,-1.4,17.1,7.8,60.2,0.0,2.8,11.4,6,14,165,2022,0
2022-06-15,Nyarugenge,-1.94,30.06,1567,-2.4,17.4,7.5,61.4,0.0,1.5,10.0,6,15,166,2022,0
2022-06-16,Nyarugenge,-1.94,30.06,1567,-0.9,17.8,8.4,61.6,5.3,1.0,11.1,6,16,167,2022,0
2022-06-17,Nyarugenge,-1.94,30.06,1567,-1.5,17.3,7.9,60.6,2.3,3.7,6.9,6,17,168,2022,0
2022-06-18,Nyarugenge,-1.94,30.06,1567,0.3,18.5,9.4,63.8,2.0,0.2,10.2,6,18,169,2022,0
2022-06-19,Nyarugenge,-1.94,30.06,1567,0.7,19.0,9.9,60.2,2.7,1.6,6.8,6,19,170,2022,0
2022-06-20,Nyarugenge,-1.94,30.06,1567,-1.5,18.6,8.6,57.1,0.0,1.0,9.9,6,20,171,2022,0
2022-06-21,Nyarugenge,-1.94,30.06,1567,-1.7,16.1,7.2,56.0,0.0,4.5,11.8,6,21,172,2022,0
2022-06-22,Nyarugenge,-1.94,30.06,1567,-2.9,17.5,7.3,57.3,0.0,1.8,11.3,6,22,173,2022,0
2022-06-23,Nyarugenge,-1.94,30.06,1567,-1.2,15.6,7.2,57.3,0.0,3.9,9.6,6,23,174,2022,0
2022-06-24,Nyarugenge,-1.94,30.06,1567,-0.2,17.5,8.7,55.5,0.0,2.5,12.3,6,24,175,2022,0
2022-06-25,Nyarugenge,-1.94,30.06,1567,-1.0,18.9,8.9,57.5,0.0,2.7,11.0,6,25,176,2022,0
2022-06-26,Nyarugenge,-1.94,30.06,1567,0.8,19.7,10.2,58.3,0.0,2.9,11.4,6,26,177,2022,0
2022-06-27,Nyarugenge,-1.94,30.06,1567,1.4,17.8,9.6,55.8,0.0,0.4,11.4,6,27,178,2022,0
2022-06-28,Nyarugenge,-1.94,30.06,1567,-0.1,16.4,8.1,52.2,0.0,4.7,11.1,6,28,179,2022,0
2022-06-29,Nyarugenge,-1.94,30.06,1567,-1.5,17.9,8.2,53.6,0.0,3.7,10.7,6,29,180,2022,0
2022-06-30,Nyarugenge,-1.94,30.06,1567,-0.6,19.6,9.5,54.6,0.0,3.4,10.2,6,30,181,2022,0
2022-07-01,Nyarugenge,-1.94,30.06,1567,0.7,17.6,9.1,53.4,2.0,2.7,6.8,7,1,182,2022,0
2022-07-02,Nyarugenge,-1.94,30.06,1567,0.2,17.5,8.8,59.9,2.6,2.0,6.5,7,2,183,2022,0
2022-07-03,Nyarugenge,-1.94,30.06,1567,1.2,17.8,9.5,60.0,1.2,1.8,7.7,7,3,184,2022,0
2022-07-04,Nyarugenge,-1.94,30.06,1567,-0.6,19.1,9.2,60.1,0.8,3.0,6.2,7,4,185,2022,0
2022-07-05,Nyarugenge,-1.94,30.06,1567,-1.1,17.9,8.4,58.3,0.0,1.3,11.0,7,5,186,2022,0
2022-07-06,Nyarugenge,-1.94,30.06,1567,-0.2,19.0,9.4,58.0,0.0,4.2,11.4,7,6,187,2022,0
2022-07-07,Nyarugenge,-1.94,30.06,1567,1.1,20.1,10.6,,0.0,1.6,10.5,7,7,188,2022,0
2022-07-08,Nyarugenge,-1.94,30.06,1567,1.5,18.5,10.0,52.8,4.4,4.2,2.5,7,8,189,2022,0
2022-07-09,Nyarugenge,-1.94,30.06,1567,-0.4,19.1,9.4,55.5,0.5,3.2,6.9,7,9,190,2022,0
2022-07-10,Nyarugenge,-1.94,30.06,1567,0.6,18.1,9.4,54.4,1.5,0.7,4.3,7,10,191,2022,0
2022-07-11,Nyarugenge,-1.94,30.06,1567,2.8,18.2,10.5,55.2,5.6,1.4,6.3,7,11,192,2022,0
2022-07-12,Nyarugenge,-1.94,30.06,1567,1.9,18.8,10.4,54.9,2.4,4.6,5.8,7,12,193,2022,0
2022-07-13,Nyarugenge,-1.94,30.06,1567,0.2,19.9,10.0,54.6,1.2,2.7,7.5,7,13,194,2022,0
2022-07-14,Nyarugenge,-1.94,30.06,1567,2.0,19.8,10.9,53.8,0.0,5.5,10.3,7,14,195,2022,0
2022-07-15,Nyarugenge,-1.94,30.06,1567,0.4,18.0,9.2,55.9,0.0,2.0,9.9,7,15,196,2022,0
2022-07-16,Nyarugenge,-1.94,30.06,1567,-0.4,19.7,9.7,59.5,0.7,1.5,11.1,7,16,197,2022,0
2022-07-17,Nyarugenge,-1.94,30.06,1567,0.7,20.4,10.6,60.6,0.0,2.9,11.7,7,17,198,2022,0
2022-07-18,Nyarugenge,-1.94,30.06,1567,1.9,19.3,10.6,57.6,1.2,0.2,8.2,7,18,199,2022,0
2022-07-19,Nyarugenge,-1.94,30.06,1567,2.3,19.3,10.8,56.6,0.1,3.7,7.7,7,19,200,2022,0
2022-07-20,Nyarugenge,-1.94,30.06,1567,1.5,20.2,10.8,58.6,0.4,4.1,5.3,7,20,201,2022,0
2022-07-21,Nyarugenge,-1.94,30.06,1567,3.5,18.9,11.2,58.8,0.0,2.9,10.0,7,21,202,2022,0
2022-07-22,Nyarugenge,-1.94,30.06,1567,3.0,18.6,10.8,59.5,1.9,4.5,11.9,7,22,203,2022,0
2022-07-23,Nyarugenge,-1.94,30.06,1567,2.1,21.1,11.6,55.2,0.0,4.6,10.1,7,23,204,2022,0
2022-07-24,Nyarugenge,-1.94,30.06,1567,3.2,21.4,12.3,55.6,0.0,2.5,9.8,7,24,205,2022,0
2022-07-25,Nyarugenge,-1.94,30.06,1567,3.3,19.1,11.2,57.5,0.0,7.7,10.2,7,25,206,2022,0
2022-07-26,Nyarugenge,-1.94,30.06,1567,2.8,20.8,11.8,58.1,0.0,6.3,11.6,7,26,207,2022,0
